inventory_ID,product_ID,quantity_on_hand,quantity_reserved,quantity_available,reorder_level,reorder_quantity,last_restock_date,inventory_status,lot_number,storage_conditions
299,299,415,175,240,20,179,2024-12-06 02:05:23,In Stock,LOT-16136,Refrigerated
300,300,20,7,13,100,162,2025-03-22 02:05:23,backordered,LOT-96816,Humidity controlled
301,301,267,81,186,56,145,2025-06-10 02:05:23,In Stock,LOT-45352,Keep away from sunlight
302,302,209,198,11,53,63,2024-12-13 02:05:23,backordered,LOT-18188,Room temperature
303,303,33,21,12,22,192,2024-11-19 02:05:23,backordered,LOT-35523,Keep away from sunlight
304,304,145,64,81,94,88,2025-05-15 02:05:23,backordered,LOT-12432,Cool and dry place
305,305,298,72,226,54,129,2024-12-01 02:05:23,In Stock,LOT-92127,Keep away from sunlight
306,306,66,10,56,49,193,2025-04-23 02:05:23,In Stock,LOT-79979,Room temperature
307,307,416,65,351,95,184,2025-09-15 02:05:23,In Stock,LOT-95527,Keep away from sunlight
308,308,260,185,75,12,142,2025-05-27 02:05:23,In Stock,LOT-17744,Refrigerated
309,309,486,109,377,53,174,2025-07-26 02:05:23,In Stock,LOT-90581,Refrigerated
310,310,70,19,51,19,125,2025-09-11 02:05:23,In Stock,LOT-47700,Humidity controlled
311,311,394,276,118,77,59,2024-11-28 02:05:23,In Stock,LOT-54119,Room temperature
312,312,448,392,56,89,83,2024-12-31 02:05:23,backordered,LOT-98679,Keep away from sunlight
313,313,78,20,58,33,92,2025-03-22 02:05:23,In Stock,LOT-80793,Cool and dry place
314,314,210,93,117,96,110,2025-03-19 02:05:23,In Stock,LOT-59782,Humidity controlled
315,315,145,114,31,39,186,2025-07-02 02:05:23,backordered,LOT-07151,Room temperature
316,316,494,414,80,70,99,2025-04-27 02:05:23,In Stock,LOT-82037,Humidity controlled
317,317,225,118,107,46,147,2025-02-17 02:05:23,In Stock,LOT-78892,Humidity controlled
318,318,214,41,173,35,85,2025-06-26 02:05:23,In Stock,LOT-55466,Cool and dry place
319,319,328,246,82,57,191,2025-09-10 02:05:23,In Stock,LOT-59051,Humidity controlled
320,320,435,63,372,46,71,2025-08-11 02:05:23,In Stock,LOT-51864,Room temperature
321,321,230,131,99,28,161,2025-09-16 02:05:23,In Stock,LOT-49251,Refrigerated
322,322,418,230,188,54,56,2025-04-03 02:05:23,In Stock,LOT-92546,Cool and dry place
323,323,202,128,74,57,110,2025-04-18 02:05:23,In Stock,LOT-29148,Cool and dry place
324,324,191,57,134,13,131,2025-09-12 02:05:23,In Stock,LOT-65281,Room temperature
325,325,405,74,331,27,59,2025-06-08 02:05:23,In Stock,LOT-68505,Keep away from sunlight
326,326,356,71,285,100,170,2025-03-17 02:05:23,In Stock,LOT-42357,Humidity controlled
327,327,2,0,2,12,115,2025-07-14 02:05:23,backordered,LOT-33221,Refrigerated
328,328,280,270,10,64,78,2025-06-07 02:05:23,backordered,LOT-41888,Refrigerated
329,329,154,31,123,16,111,2025-04-01 02:05:23,In Stock,LOT-05929,Humidity controlled
330,330,234,16,218,24,177,2024-12-31 02:05:23,In Stock,LOT-62229,Humidity controlled
331,331,8,8,0,83,111,2025-08-20 02:05:23,backordered,LOT-27065,Room temperature
332,332,219,0,219,88,140,2025-07-01 02:05:23,In Stock,LOT-37947,Humidity controlled
333,333,213,47,166,95,71,2025-02-06 02:05:23,In Stock,LOT-38347,Room temperature
334,334,34,33,1,79,179,2025-02-15 02:05:23,backordered,LOT-35977,Humidity controlled
335,335,10,6,4,70,61,2024-12-11 02:05:23,backordered,LOT-46886,Keep away from sunlight
336,336,191,64,127,12,141,2025-09-28 02:05:23,In Stock,LOT-23924,Room temperature
337,337,123,93,30,94,76,2025-01-08 02:05:23,backordered,LOT-07581,Room temperature
338,338,68,5,63,55,189,2025-05-12 02:05:23,In Stock,LOT-81412,Refrigerated
339,339,425,398,27,97,168,2024-11-10 02:05:23,backordered,LOT-47826,Keep away from sunlight
340,340,323,93,230,27,66,2025-03-12 02:05:23,In Stock,LOT-13750,Cool and dry place
341,341,150,51,99,15,101,2025-10-11 02:05:23,In Stock,LOT-60685,Room temperature
342,342,477,158,319,75,151,2025-01-27 02:05:23,In Stock,LOT-36153,Keep away from sunlight
343,343,129,9,120,92,98,2025-06-08 02:05:23,In Stock,LOT-05152,Room temperature
344,344,441,399,42,16,134,2025-06-15 02:05:23,In Stock,LOT-20472,Cool and dry place
345,345,409,188,221,65,152,2025-03-21 02:05:23,In Stock,LOT-77901,Keep away from sunlight
346,346,173,47,126,73,177,2025-04-27 02:05:23,In Stock,LOT-04328,Humidity controlled
347,347,136,21,115,64,70,2025-03-26 02:05:23,In Stock,LOT-98614,Humidity controlled
348,348,421,92,329,79,125,2025-05-21 02:05:23,In Stock,LOT-34103,Cool and dry place
349,349,40,20,20,94,125,2025-05-29 02:05:23,backordered,LOT-69711,Keep away from sunlight
350,350,308,218,90,31,163,2025-05-06 02:05:23,In Stock,LOT-79808,Keep away from sunlight
351,351,21,11,10,88,161,2025-06-14 02:05:23,backordered,LOT-93246,Cool and dry place
352,352,38,25,13,56,181,2024-11-19 02:05:23,backordered,LOT-09539,Refrigerated
353,353,487,15,472,28,162,2025-10-15 02:05:23,In Stock,LOT-62185,Refrigerated
354,354,34,15,19,92,143,2025-04-30 02:05:23,backordered,LOT-18888,Keep away from sunlight
355,355,486,290,196,14,89,2024-11-19 02:05:23,In Stock,LOT-80670,Keep away from sunlight
356,356,485,189,296,57,163,2025-09-23 02:05:23,In Stock,LOT-65405,Humidity controlled
357,357,70,67,3,56,151,2025-05-25 02:05:23,backordered,LOT-15319,Room temperature
358,358,127,29,98,13,97,2025-02-19 02:05:23,In Stock,LOT-52058,Humidity controlled
359,359,198,143,55,25,117,2025-06-21 02:05:23,In Stock,LOT-52772,Keep away from sunlight
360,360,109,78,31,46,175,2025-07-22 02:05:23,backordered,LOT-21704,Cool and dry place
361,361,69,9,60,67,94,2024-11-01 02:05:23,backordered,LOT-30305,Keep away from sunlight
362,362,44,43,1,50,138,2024-11-03 02:05:23,backordered,LOT-48687,Cool and dry place
363,363,281,277,4,47,126,2025-08-13 02:05:23,backordered,LOT-40345,Refrigerated
364,364,406,185,221,75,107,2025-08-31 02:05:23,In Stock,LOT-05415,Refrigerated
365,365,405,71,334,40,176,2025-10-19 02:05:23,In Stock,LOT-66765,Room temperature
366,366,283,188,95,69,191,2025-08-27 02:05:23,In Stock,LOT-27758,Humidity controlled
367,367,452,44,408,18,129,2025-04-12 02:05:23,In Stock,LOT-41616,Keep away from sunlight
368,368,269,210,59,62,197,2025-09-25 02:05:23,backordered,LOT-92845,Refrigerated
369,369,497,162,335,92,68,2025-03-16 02:05:23,In Stock,LOT-11544,Keep away from sunlight
370,370,348,264,84,54,82,2025-01-23 02:05:23,In Stock,LOT-79627,Humidity controlled
371,371,93,16,77,65,178,2025-10-04 02:05:23,In Stock,LOT-57059,Cool and dry place
372,372,265,78,187,48,92,2025-08-11 02:05:23,In Stock,LOT-64016,Room temperature
373,373,478,363,115,38,138,2025-02-09 02:05:23,In Stock,LOT-58202,Room temperature
374,374,433,40,393,42,100,2024-12-11 02:05:23,In Stock,LOT-97021,Humidity controlled
375,375,140,32,108,90,127,2024-12-22 02:05:23,In Stock,LOT-35569,Humidity controlled
376,376,47,32,15,92,93,2025-01-02 02:05:23,backordered,LOT-09275,Humidity controlled
377,377,78,21,57,94,136,2025-01-17 02:05:23,backordered,LOT-57192,Cool and dry place
378,378,422,14,408,20,61,2024-12-08 02:05:23,In Stock,LOT-85654,Humidity controlled
379,379,135,53,82,83,156,2024-12-20 02:05:23,backordered,LOT-31027,Cool and dry place
380,380,254,227,27,90,189,2025-06-06 02:05:23,backordered,LOT-86814,Room temperature
381,381,247,62,185,97,153,2025-06-02 02:05:23,In Stock,LOT-47394,Keep away from sunlight
382,382,37,3,34,30,162,2025-04-03 02:05:23,In Stock,LOT-73121,Keep away from sunlight
383,383,237,52,185,53,86,2025-05-25 02:05:23,In Stock,LOT-72715,Room temperature
384,384,375,176,199,61,83,2025-04-26 02:05:23,In Stock,LOT-51884,Humidity controlled
385,385,287,54,233,50,111,2025-03-08 02:05:23,In Stock,LOT-42258,Cool and dry place
386,386,136,115,21,41,86,2025-09-13 02:05:23,backordered,LOT-31323,Cool and dry place
387,387,148,98,50,88,157,2025-06-27 02:05:23,backordered,LOT-70589,Refrigerated
388,388,416,167,249,83,130,2025-07-27 02:05:23,In Stock,LOT-57829,Refrigerated
389,389,255,239,16,73,128,2025-02-20 02:05:23,backordered,LOT-11467,Cool and dry place
390,390,46,25,21,74,167,2025-07-01 02:05:23,backordered,LOT-86691,Refrigerated
391,391,298,180,118,16,62,2025-06-10 02:05:23,In Stock,LOT-25177,Keep away from sunlight
392,392,305,240,65,46,187,2025-10-28 02:05:23,In Stock,LOT-85289,Cool and dry place
393,393,220,34,186,43,143,2025-04-09 02:05:23,In Stock,LOT-22680,Room temperature
394,394,23,12,11,16,195,2025-01-18 02:05:23,backordered,LOT-18242,Refrigerated
395,395,185,141,44,46,68,2025-04-18 02:05:23,backordered,LOT-25358,Humidity controlled
396,396,230,195,35,80,121,2024-12-17 02:05:23,backordered,LOT-41438,Humidity controlled
397,397,60,8,52,22,150,2025-04-24 02:05:23,In Stock,LOT-42498,Room temperature
398,398,285,187,98,28,100,2024-12-28 02:05:23,In Stock,LOT-18299,Humidity controlled
399,399,205,128,77,15,61,2025-10-13 02:05:23,In Stock,LOT-22995,Refrigerated
400,400,365,170,195,70,182,2025-03-13 02:05:23,In Stock,LOT-90010,Refrigerated
401,401,310,263,47,27,133,2024-12-23 02:05:23,In Stock,LOT-94396,Room temperature
402,402,83,50,33,88,126,2025-01-02 02:05:23,backordered,LOT-90784,Room temperature
403,403,259,250,9,100,194,2025-06-01 02:05:23,backordered,LOT-47364,Keep away from sunlight
404,404,417,8,409,57,134,2024-11-22 02:05:23,In Stock,LOT-71027,Cool and dry place
405,405,213,149,64,49,56,2024-12-31 02:05:23,In Stock,LOT-67735,Keep away from sunlight
406,406,135,58,77,16,199,2025-03-01 02:05:23,In Stock,LOT-92555,Refrigerated
407,407,268,194,74,28,112,2025-10-16 02:05:23,In Stock,LOT-62588,Humidity controlled
408,408,485,358,127,24,98,2025-10-23 02:05:23,In Stock,LOT-15371,Keep away from sunlight
409,409,160,107,53,29,155,2024-11-13 02:05:23,In Stock,LOT-47321,Refrigerated
410,410,210,128,82,88,170,2025-10-01 02:05:23,backordered,LOT-04696,Refrigerated
411,411,265,106,159,81,133,2024-11-27 02:05:23,In Stock,LOT-32595,Keep away from sunlight
412,412,269,192,77,50,94,2025-03-11 02:05:23,In Stock,LOT-32787,Humidity controlled
413,413,175,139,36,55,117,2024-12-24 02:05:23,backordered,LOT-74701,Keep away from sunlight
414,414,98,31,67,45,192,2025-06-02 02:05:23,In Stock,LOT-68733,Refrigerated
415,415,482,152,330,46,103,2024-11-13 02:05:23,In Stock,LOT-95004,Keep away from sunlight
416,416,162,122,40,54,193,2025-06-14 02:05:23,backordered,LOT-79748,Room temperature
417,417,62,36,26,96,189,2025-04-21 02:05:23,backordered,LOT-01624,Keep away from sunlight
418,418,419,176,243,28,124,2025-10-11 02:05:23,In Stock,LOT-56506,Room temperature
419,419,489,365,124,20,138,2025-03-20 02:05:23,In Stock,LOT-09835,Room temperature
420,420,382,245,137,37,101,2025-01-30 02:05:23,In Stock,LOT-84168,Room temperature
421,421,477,287,190,99,119,2025-08-23 02:05:23,In Stock,LOT-78499,Cool and dry place
422,422,315,300,15,40,112,2025-10-07 02:05:23,backordered,LOT-12165,Humidity controlled
423,423,115,81,34,39,63,2025-09-11 02:05:23,backordered,LOT-58523,Keep away from sunlight
424,424,169,120,49,22,85,2025-10-30 02:05:23,In Stock,LOT-98680,Humidity controlled
425,425,500,475,25,30,154,2024-12-02 02:05:23,backordered,LOT-00257,Keep away from sunlight
426,426,244,166,78,35,123,2025-05-21 02:05:23,In Stock,LOT-87298,Room temperature
427,427,330,30,300,21,196,2025-07-06 02:05:23,In Stock,LOT-25952,Humidity controlled
428,428,378,370,8,14,94,2025-04-02 02:05:23,backordered,LOT-69495,Refrigerated
429,429,478,470,8,14,151,2025-02-21 02:05:23,backordered,LOT-88879,Refrigerated
430,430,479,383,96,47,59,2025-10-28 02:05:23,In Stock,LOT-47055,Room temperature
431,431,290,54,236,52,122,2025-03-14 02:05:23,In Stock,LOT-16940,Humidity controlled
432,432,268,252,16,27,179,2025-03-07 02:05:23,backordered,LOT-97499,Room temperature
433,433,98,14,84,52,91,2025-03-12 02:05:23,In Stock,LOT-30972,Room temperature
434,434,367,95,272,11,136,2025-06-03 02:05:23,In Stock,LOT-89623,Humidity controlled
435,435,345,98,247,32,153,2025-03-28 02:05:23,In Stock,LOT-09130,Humidity controlled
436,436,167,22,145,61,74,2025-07-30 02:05:23,In Stock,LOT-75626,Refrigerated
437,437,244,82,162,41,51,2025-06-21 02:05:23,In Stock,LOT-36897,Keep away from sunlight
438,438,120,57,63,44,134,2025-05-31 02:05:23,In Stock,LOT-02838,Humidity controlled
439,439,370,293,77,11,116,2024-12-02 02:05:23,In Stock,LOT-57865,Room temperature
440,440,354,120,234,17,80,2025-03-08 02:05:23,In Stock,LOT-27858,Room temperature
441,441,81,51,30,97,178,2024-11-06 02:05:23,backordered,LOT-54973,Room temperature
442,442,353,60,293,91,125,2025-04-27 02:05:23,In Stock,LOT-34843,Humidity controlled
443,443,113,28,85,27,172,2025-08-15 02:05:23,In Stock,LOT-44375,Keep away from sunlight
444,444,382,310,72,57,156,2024-11-07 02:05:23,In Stock,LOT-75844,Humidity controlled
445,445,467,241,226,78,105,2025-06-28 02:05:23,In Stock,LOT-19866,Humidity controlled
446,446,447,403,44,20,184,2025-03-18 02:05:23,In Stock,LOT-52404,Humidity controlled
447,447,360,185,175,19,194,2025-09-05 02:05:23,In Stock,LOT-15747,Cool and dry place
448,448,424,280,144,74,101,2025-01-12 02:05:23,In Stock,LOT-33848,Humidity controlled
449,449,76,21,55,51,183,2025-03-20 02:05:23,In Stock,LOT-42199,Cool and dry place
450,450,348,105,243,84,175,2025-09-16 02:05:23,In Stock,LOT-33083,Humidity controlled
451,451,228,207,21,17,166,2025-08-26 02:05:23,In Stock,LOT-30165,Humidity controlled
452,452,212,116,96,82,64,2025-01-19 02:05:23,In Stock,LOT-71208,Keep away from sunlight
453,453,344,157,187,12,151,2025-06-24 02:05:23,In Stock,LOT-26773,Cool and dry place
454,454,381,111,270,84,68,2025-10-09 02:05:23,In Stock,LOT-45401,Keep away from sunlight
455,455,176,16,160,79,65,2025-09-27 02:05:23,In Stock,LOT-93802,Keep away from sunlight
456,456,16,9,7,62,96,2025-08-24 02:05:23,backordered,LOT-62067,Keep away from sunlight
457,457,191,97,94,67,146,2025-04-23 02:05:23,In Stock,LOT-24004,Cool and dry place
458,458,349,338,11,79,84,2024-12-02 02:05:23,backordered,LOT-99154,Room temperature
459,459,60,11,49,78,150,2025-02-04 02:05:23,backordered,LOT-78872,Refrigerated
460,460,372,114,258,10,55,2025-06-02 02:05:23,In Stock,LOT-87431,Keep away from sunlight
461,461,344,278,66,64,186,2025-04-21 02:05:23,In Stock,LOT-52742,Refrigerated
462,462,126,58,68,54,89,2025-06-13 02:05:23,In Stock,LOT-05493,Refrigerated
463,463,479,448,31,24,58,2024-11-28 02:05:23,In Stock,LOT-29668,Keep away from sunlight
464,464,314,8,306,40,102,2025-09-28 02:05:23,In Stock,LOT-51612,Cool and dry place
465,465,304,17,287,67,62,2025-06-29 02:05:23,In Stock,LOT-27530,Cool and dry place
466,466,205,112,93,39,188,2025-07-13 02:05:23,In Stock,LOT-46374,Cool and dry place
467,467,71,64,7,47,109,2025-01-11 02:05:23,backordered,LOT-54990,Room temperature
468,468,295,164,131,40,127,2025-08-20 02:05:23,In Stock,LOT-45301,Humidity controlled
469,469,113,52,61,48,120,2025-10-01 02:05:23,In Stock,LOT-74268,Humidity controlled
470,470,485,302,183,32,159,2025-01-21 02:05:23,In Stock,LOT-41459,Keep away from sunlight
471,471,24,11,13,92,147,2025-02-06 02:05:23,backordered,LOT-33272,Room temperature
472,472,356,213,143,62,88,2025-06-01 02:05:23,In Stock,LOT-79568,Keep away from sunlight
473,473,94,68,26,70,111,2025-07-09 02:05:23,backordered,LOT-78339,Room temperature
474,474,439,362,77,28,168,2025-10-03 02:05:23,In Stock,LOT-18785,Humidity controlled
475,475,211,106,105,81,185,2025-08-25 02:05:23,In Stock,LOT-19108,Keep away from sunlight
476,476,124,32,92,36,134,2024-12-05 02:05:23,In Stock,LOT-83982,Cool and dry place
477,477,472,230,242,57,73,2025-01-31 02:05:23,In Stock,LOT-25871,Refrigerated
478,478,26,8,18,58,60,2025-09-25 02:05:23,backordered,LOT-39718,Refrigerated
479,479,411,389,22,85,193,2025-07-13 02:05:23,backordered,LOT-70728,Keep away from sunlight
480,480,106,42,64,48,53,2025-07-16 02:05:23,In Stock,LOT-67908,Refrigerated
481,481,492,379,113,25,172,2025-06-30 02:05:23,In Stock,LOT-74064,Humidity controlled
482,482,360,104,256,60,111,2025-01-23 02:05:23,In Stock,LOT-03910,Room temperature
483,483,397,144,253,58,169,2025-02-01 02:05:23,In Stock,LOT-65180,Room temperature
484,484,157,66,91,56,181,2025-02-20 02:05:23,In Stock,LOT-17046,Keep away from sunlight
485,485,50,46,4,70,131,2025-07-20 02:05:23,backordered,LOT-22656,Room temperature
486,486,160,105,55,15,194,2025-07-11 02:05:23,In Stock,LOT-76618,Refrigerated
487,487,8,4,4,80,199,2025-01-09 02:05:23,backordered,LOT-25128,Keep away from sunlight
488,488,151,39,112,35,134,2025-07-07 02:05:23,In Stock,LOT-68230,Keep away from sunlight
489,489,291,125,166,73,190,2024-12-01 02:05:23,In Stock,LOT-04786,Room temperature
490,490,131,125,6,92,175,2025-03-11 02:05:23,backordered,LOT-86337,Refrigerated
491,491,375,180,195,31,85,2025-01-26 02:05:23,In Stock,LOT-52431,Keep away from sunlight
492,492,94,69,25,92,65,2025-02-06 02:05:23,backordered,LOT-06903,Cool and dry place
493,493,429,38,391,95,62,2025-10-29 02:05:23,In Stock,LOT-31190,Keep away from sunlight
494,494,70,29,41,18,88,2025-10-28 02:05:23,In Stock,LOT-79030,Refrigerated
495,495,258,233,25,57,65,2024-12-20 02:05:23,backordered,LOT-67383,Humidity controlled
496,496,467,247,220,94,174,2025-10-24 02:05:23,In Stock,LOT-02843,Cool and dry place
497,497,272,210,62,11,54,2025-02-03 02:05:23,In Stock,LOT-95995,Room temperature
498,498,274,146,128,12,178,2024-11-09 02:05:23,In Stock,LOT-34283,Keep away from sunlight
499,499,412,91,321,23,74,2025-02-06 02:05:23,In Stock,LOT-64408,Refrigerated
500,500,123,24,99,89,184,2025-06-25 02:05:23,In Stock,LOT-92687,Room temperature
501,501,136,101,35,20,145,2025-04-08 02:05:23,In Stock,LOT-05685,Keep away from sunlight
502,502,289,124,165,99,107,2025-06-01 02:05:23,In Stock,LOT-66246,Cool and dry place
503,503,334,332,2,14,73,2025-04-08 02:05:23,backordered,LOT-28733,Keep away from sunlight
504,504,193,141,52,70,64,2024-12-10 02:05:23,backordered,LOT-42708,Cool and dry place
505,505,359,87,272,20,177,2025-03-24 02:05:23,In Stock,LOT-66882,Room temperature
506,506,289,48,241,77,60,2025-07-07 02:05:23,In Stock,LOT-63435,Refrigerated
507,507,461,444,17,98,195,2025-03-03 02:05:23,backordered,LOT-17518,Room temperature
508,508,23,2,21,97,121,2025-01-27 02:05:23,backordered,LOT-30469,Humidity controlled
509,509,336,16,320,32,130,2025-10-24 02:05:23,In Stock,LOT-90139,Refrigerated
510,510,300,73,227,60,69,2025-06-01 02:05:23,In Stock,LOT-83735,Refrigerated
511,511,288,123,165,82,149,2024-11-20 02:05:23,In Stock,LOT-40331,Humidity controlled
512,512,169,98,71,27,70,2025-02-18 02:05:23,In Stock,LOT-73936,Room temperature
513,513,27,3,24,65,109,2025-09-24 02:05:23,backordered,LOT-38546,Room temperature
514,514,309,304,5,60,133,2025-10-17 02:05:23,backordered,LOT-78544,Room temperature
515,515,401,230,171,72,108,2025-05-03 02:05:23,In Stock,LOT-58771,Humidity controlled
516,516,481,192,289,65,97,2024-11-18 02:05:23,In Stock,LOT-75355,Humidity controlled
517,517,338,194,144,20,125,2025-06-28 02:05:23,In Stock,LOT-60932,Cool and dry place
518,518,42,17,25,29,147,2024-11-02 02:05:23,backordered,LOT-04899,Refrigerated
519,519,378,199,179,50,142,2025-09-08 02:05:23,In Stock,LOT-64235,Cool and dry place
520,520,2,1,1,66,142,2025-06-16 02:05:23,backordered,LOT-36937,Cool and dry place
521,521,67,11,56,33,160,2025-03-17 02:05:23,In Stock,LOT-85477,Humidity controlled
522,522,284,262,22,62,76,2025-10-19 02:05:23,backordered,LOT-72522,Cool and dry place
523,523,181,141,40,21,133,2025-04-18 02:05:23,In Stock,LOT-87280,Cool and dry place
524,524,149,105,44,59,71,2025-01-19 02:05:23,backordered,LOT-80100,Refrigerated
525,525,292,266,26,31,147,2025-08-07 02:05:23,backordered,LOT-62312,Refrigerated
526,526,137,77,60,44,176,2025-08-19 02:05:23,In Stock,LOT-03875,Cool and dry place
527,527,85,55,30,45,157,2025-06-01 02:05:23,backordered,LOT-09977,Keep away from sunlight
528,528,400,39,361,56,114,2025-06-28 02:05:23,In Stock,LOT-00886,Keep away from sunlight
529,529,304,100,204,68,77,2025-08-24 02:05:23,In Stock,LOT-00848,Room temperature
530,530,3,3,0,52,147,2025-05-17 02:05:23,backordered,LOT-40862,Keep away from sunlight
531,531,171,110,61,93,84,2025-06-01 02:05:23,backordered,LOT-11823,Room temperature
532,532,308,102,206,71,130,2025-08-03 02:05:23,In Stock,LOT-39845,Keep away from sunlight
533,533,495,163,332,47,175,2025-01-11 02:05:23,In Stock,LOT-46156,Refrigerated
534,534,166,96,70,45,150,2025-04-29 02:05:23,In Stock,LOT-79334,Cool and dry place
535,535,477,288,189,35,189,2025-08-01 02:05:23,In Stock,LOT-10166,Humidity controlled
536,536,13,11,2,69,103,2025-03-22 02:05:23,backordered,LOT-68700,Room temperature
537,537,425,354,71,18,154,2024-11-22 02:05:23,In Stock,LOT-21765,Keep away from sunlight
